order_id,product_id,product_description,product_price,product_vat_rate,discount_rate,quantity,full_price_amount,discounted_amount,vat_amount,total_amount
7,285,Range Rover Sport,71562,0.2,0,41,2934042,2934042,586808.4,3520850.4
7,12,Škoda 21Ab,15722,0.11,0,28,440216,440216,48423.76,488639.76
7,718,Photosmart A610 series,38031,0.2,0,43,1635333,1635333,327066.6,1962399.6
7,199,Freemont,4463,0.11,0,46,205298,205298,22582.78,227880.78
7,352,SUV,40087,0,0.296856345,21,841827,591925.314,0,591925.314
7,113,Humvee C-Series,88892,0.11,0.513715804,21,1866732,907762.2695,99853.84965,1007616.119
7,70,Ikarus 480,49799,0.2,0,26,1294774,1294774,258954.8,1553728.8
7,727,Photosmart C4780,86028,0.11,0,7,602196,602196,66241.56,668437.56
7,601,Officejet 6210,94686,0,0,50,4734300,4734300,0,4734300
8,354,Macan,93450,0,0,18,1682100,1682100,0,1682100
8,43,МАЗ-251,57981,0,0,1,57981,57981,0,57981
8,640,Officejet Pro 1170c / 1170cse / 1170cxi,25516,0.2,0,31,790996,790996,158199.2,949195.2
8,485,Deskjet 810c,56815,0.11,0.034670583,17,965855,932368.2437,102560.5068,1034928.751
8,188,Fengshen AX3,15582,0.2,0.976103004,44,685608,16383.97163,3276.794325,19660.76595
8,869,Canon IV SB,80122,0.11,0.082244559,21,1682562,1544180.43,169859.8473,1714040.278
8,28,Ikarus 55,2515,0,0.488943418,37,93055,47556.37028,0,47556.37028
8,786,IBM 016,30552,0.11,0,34,1038768,1038768,114264.48,1153032.48
8,39,MAZ-203,18040,0.11,0.047178131,50,902000,859445.3261,94538.98587,953984.3119
8,56,Ikarus 350,82644,0.2,0,37,3057828,3057828,611565.6,3669393.6
8,520,Deskjet 990 cm / 990cse/ 990cxi,20763,0,0.368117056,39,809757,511671.637,0,511671.637
8,81,Fiat 682RN,92483,0.2,0,20,1849660,1849660,369932,2219592
8,12,Škoda 21Ab,4292,0.2,0,11,47212,47212,9442.4,56654.4
8,659,PSC 1310,4385,0.11,0,11,48235,48235,5305.85,53540.85
8,239,Ridgeline,52744,0.11,0.375113141,33,1740552,1087648.072,119641.2879,1207289.36
8,582,Officejet 500 series,22205,0.2,0.194190148,26,577330,465218.2019,93043.64037,558261.8422
8,577,Officejet [2],52013,0.2,0.347713315,29,1508377,983894.233,196778.8466,1180673.08
8,23,Ikarus 31,8258,0.2,0,13,107354,107354,21470.8,128824.8
8,804,IBM 047,63533,0.2,0,44,2795452,2795452,559090.4,3354542.4
9,182,Winstorm,5870,0.11,0.788029324,3,17610,3732.803605,410.6083965,4143.412001
9,67,Alfa Romeo 430A,76083,0.11,0,9,684747,684747,75322.17,760069.17
9,200,Explorer,19981,0.11,0,34,679354,679354,74728.94,754082.94
9,359,Captur,91011,0,0,1,91011,91011,0,91011
9,539,Deskjet 3910 / 3915 / 3918 / 3920 / 3930 / 3938 / 3940,53976,0,0,14,755664,755664,0,755664
9,396,Aria,81287,0.2,0.973156709,27,2194749,58914.28682,11782.85736,70697.14419
9,567,Deskjet D2660,94925,0.2,0,25,2373125,2373125,474625,2847750
9,797,IBM 036,2425,0.11,0,32,77600,77600,8536,86136
9,198,Panda 4x4,39818,0.11,0,34,1353812,1353812,148919.32,1502731.32
9,480,Deskjet 697c,49444,0.11,0,38,1878872,1878872,206675.92,2085547.92
9,729,Photosmart C5180,12386,0.11,0.346218368,27,334422,218638.9608,24050.28569,242689.2465
9,115,Q2,82964,0.2,0,35,2903740,2903740,580748,3484488
9,228,Santa Fe,57700,0.2,0,50,2885000,2885000,577000,3462000
9,799,IBM 040,42840,0.11,0,29,1242360,1242360,136659.6,1379019.6
9,823,MicroTAC Lite,96626,0,0,1,96626,96626,0,96626
9,239,Ridgeline,66716,0.11,0,8,533728,533728,58710.08,592438.08
9,501,Deskjet 882c,37198,0,0.026321193,18,669564,651940.2768,0,651940.2768
9,303,Thar,27516,0,0,17,467772,467772,0,467772
9,230,Trax,37069,0.11,0.871290076,33,1223277,157447.8902,17319.26792,174767.1581
10,803,IBM 046,37057,0.11,0,2,74114,74114,8152.54,82266.54
10,839,A853 (MILESTONE),98414,0,0,44,4330216,4330216,0,4330216
10,154,CS35,46525,0.11,0,24,1116600,1116600,122826,1239426
10,379,Rexton,69124,0.2,0,25,1728100,1728100,345620,2073720
10,871,Canon II F,55144,0,0,33,1819752,1819752,0,1819752
10,338,Rogue,29865,0,0,32,955680,955680,0,955680
10,272,Niro,61055,0,0,44,2686420,2686420,0,2686420
10,273,Seltos,55945,0.2,0.034554616,2,111890,108023.684,21604.73679,129628.4208
11,681,Photosmart 385,63635,0.2,0,14,890890,890890,178178,1069068
11,262,I-Pace,81087,0,0,34,2756958,2756958,0,2756958
11,512,Deskjet 950c,25299,0.2,0,49,1239651,1239651,247930.2,1487581.2
11,4,Škoda 6Tr,61684,0,0,7,431788,431788,0,431788
11,147,Escalade,12672,0,0,27,342144,342144,0,342144
11,710,Photosmart 7760,82677,0.2,0,34,2811018,2811018,562203.6,3373221.6
11,775,DC43,27784,0.2,0.395772818,37,1028008,621150.3766,124230.0753,745380.4519
11,108,CDX,20682,0,0,10,206820,206820,0,206820
12,149,XT4,84941,0.2,0.434249778,45,3822345,2162492.533,432498.5066,2594991.04
12,400,Model X,96669,0.2,0,28,2706732,2706732,541346.4,3248078.4
12,86,Alfa Romeo 900A,63313,0.2,0.227320288,29,1836077,1418699.447,283739.8894,1702439.336
12,408,Fortuner,44010,0,0,14,616140,616140,0,616140
12,275,Sportage,24136,0.11,0,42,1013712,1013712,111508.32,1125220.32
12,353,SUT,93821,0,0.537536239,3,281463,130166.4375,0,130166.4375
12,877,Canon II F2,97536,0,0,49,4779264,4779264,0,4779264
12,57,Iveco 370,16211,0.11,0.973811924,14,226954,5943.488515,653.7837367,6597.272252
12,293,UX,31867,0,0,3,95601,95601,0,95601
12,216,Terrain,19328,0.2,0,46,889088,889088,177817.6,1066905.6
12,442,Deskjet 310 / 310 with Sheetfeeder,13420,0.11,0,30,402600,402600,44286,446886
12,296,MKC,81647,0.11,0,31,2531057,2531057,278416.27,2809473.27
13,567,Deskjet D2660,14471,0,0,10,144710,144710,0,144710
13,627,Officejet L7700 series,99996,0.2,0.641094762,4,399984,143556.3528,28711.27057,172267.6234
13,613,Officejet 9120,29633,0.11,0.330010417,42,1244586,833859.6552,91724.56207,925584.2172
13,9,Škoda 14Tr,85958,0.11,0,40,3438320,3438320,378215.2,3816535.2
13,755,7730,61807,0.11,0,49,3028543,3028543,333139.73,3361682.73
13,704,Photosmart 7460,96769,0,0,27,2612763,2612763,0,2612763
13,16,Škoda 24Tr Irisbus,85344,0.11,0,1,85344,85344,9387.84,94731.84
14,53,Fiat 320,62774,0.11,0,28,1757672,1757672,193343.92,1951015.92
14,95,Cobus 2700,90217,0,0.219634633,3,270651,211206.6669,0,211206.6669
14,426,Touareg,80624,0,0.828427986,34,2741216,470315.951,0,470315.951
14,139,V3,36733,0.2,0,46,1689718,1689718,337943.6,2027661.6
14,465,Deskjet 632c,12463,0,0.555517815,9,112167,49856.2332,0,49856.2332
14,106,Volvo 9700,9417,0.2,0,31,291927,291927,58385.4,350312.4
15,699,Photosmart 7150,32302,0.11,0.178233681,50,1615100,1327234.782,145995.826,1473230.608
15,22,Škoda 30Tr SOR,69431,0,0,27,1874637,1874637,0,1874637
15,230,Trax,83385,0,0.399229101,14,1167390,701333.9395,0,701333.9395
15,794,IBM 032,49138,0.2,0,43,2112934,2112934,422586.8,2535520.8
15,418,Patriot,62269,0.11,0,43,2677567,2677567,294532.37,2972099.37
15,433,SR7,92834,0.11,0,10,928340,928340,102117.4,1030457.4
15,704,Photosmart 7460,84791,0,0,42,3561222,3561222,0,3561222
15,524,Deskjet 1120c / 1120cse / 1120cxi,3013,0,0.070672403,26,78338,72801.66527,0,72801.66527
15,478,Deskjet 694c,19278,0.11,0.728644592,29,559062,151704.4972,16687.4947,168391.9919
16,4,Škoda 6Tr,6349,0,0,50,317450,317450,0,317450
16,191,3 Crossback,97536,0.2,0,50,4876800,4876800,975360,5852160
16,806,IBM 052,93134,0.11,0,18,1676412,1676412,184405.32,1860817.32
16,346,Mokka X,50071,0,0,21,1051491,1051491,0,1051491
16,295,X50,32974,0,0,15,494610,494610,0,494610
16,874,Canon IV Sb2,71990,0.2,0,24,1727760,1727760,345552,2073312
16,288,X7,21825,0,0.571423452,3,65475,28061.04949,0,28061.04949
16,224,Haval H5,84672,0,0,7,592704,592704,0,592704
16,807,IBM 053,81738,0.2,0,6,490428,490428,98085.6,588513.6
16,23,Ikarus 31,53374,0.11,0,13,693862,693862,76324.82,770186.82
16,216,Terrain,68411,0.2,0,20,1368220,1368220,273644,1641864
16,367,Cullinan,10215,0.11,0,42,429030,429030,47193.3,476223.3
16,232,Colorado 7,89415,0.11,0,49,4381335,4381335,481946.85,4863281.85
16,66,Duple 425,29592,0.2,0,10,295920,295920,59184,355104
16,35,МАЗ-107,22082,0,0,4,88328,88328,0,88328
16,92,Berkhof 2000NL,24090,0,0,12,289080,289080,0,289080
16,461,Deskjet 600 / 600c / 600k,65674,0.11,0,49,3218026,3218026,353982.86,3572008.86
17,335,Patrol Y61,23894,0.2,0,48,1146912,1146912,229382.4,1376294.4
17,840,A855 (DROID),90587,0,0,42,3804654,3804654,0,3804654
17,52,Custom Bus,94113,0.11,0,50,4705650,4705650,517621.5,5223271.5
17,137,BX7,79630,0.2,0,21,1672230,1672230,334446,2006676
17,24,Škoda 31Tr SOR,19686,0.11,0.542307658,35,689010,315354.6008,34689.00609,350043.6069
17,352,SUV,11809,0.11,0,28,330652,330652,36371.72,367023.72
17,785,IBM 015,69213,0,0.006146223,21,1453473,1444539.631,0,1444539.631
17,76,Fiat 642RN,77757,0,0,32,2488224,2488224,0,2488224
17,59,FAP 403 RHD,25235,0.2,0,8,201880,201880,40376,242256
17,34,МАЗ-105,90250,0.2,0.94163532,36,3249000,189626.8457,37925.36913,227552.2148
17,518,Deskjet 970cse / 970cxi,18414,0.11,0,39,718146,718146,78996.06,797142.06
18,27,Škoda 35Tr,61249,0,0,44,2694956,2694956,0,2694956
18,226,H6,77860,0,0,20,1557200,1557200,0,1557200
18,614,Officejet 9130,30987,0,0,31,960597,960597,0,960597
18,312,CX-8,42287,0.11,0,32,1353184,1353184,148850.24,1502034.24
18,543,Deskjet 5650 / 5650w / 5652 / 5655,32812,0.11,0,5,164060,164060,18046.6,182106.6
18,99,International 3800,94123,0.2,0,21,1976583,1976583,395316.6,2371899.6
18,486,Deskjet 812c,49692,0,0,12,596304,596304,0,596304
18,390,Jimny,7159,0,0,3,21477,21477,0,21477
18,286,Range Rover,16113,0.2,0,35,563955,563955,112791,676746
18,48,Fiat 306,43155,0.2,0,25,1078875,1078875,215775,1294650
18,398,Harrier,99419,0.2,0,5,497095,497095,99419,596514
18,469,Deskjet 656c / 656cvr,35044,0.11,0,47,1647068,1647068,181177.48,1828245.48
18,28,Ikarus 55,58205,0.2,0.560178483,18,1047690,460796.6048,92159.32095,552955.9257
18,870,Canon II AF,20423,0.11,0,20,408460,408460,44930.6,453390.6
18,455,Deskjet 510,98975,0,0,42,4156950,4156950,0,4156950
18,251,Tucson,91446,0.11,0.697926782,47,4297962,1298299.212,142812.9133,1441112.125
18,420,T70,16432,0,0,7,115024,115024,0,115024
19,802,IBM 044,80799,0.11,0,11,888789,888789,97766.79,986555.79
19,493,Deskjet 841c,70520,0,0.90795573,21,1480920,136310.2007,0,136310.2007
19,148,Escalade ESV,80845,0.11,0.050533017,33,2667885,2533068.722,278637.5594,2811706.281
19,514,Deskjet 955c,74756,0.2,0,46,3438776,3438776,687755.2,4126531.2
19,363,Triber,26634,0,0.246106758,2,53268,40158.38521,0,40158.38521
19,405,Rush,75256,0.2,0,9,677304,677304,135460.8,812764.8
19,825,Bag Phone,95842,0,0,13,1245946,1245946,0,1245946
19,498,Deskjet 855c / 855cse / 855cxi,19634,0,0,29,569386,569386,0,569386
19,851,A6288,77174,0,0,11,848914,848914,0,848914
19,589,Officejet 720,7605,0.2,0,22,167310,167310,33462,200772
19,77,Fiat 666RN,86475,0,0,9,778275,778275,0,778275
19,382,Actyon Sports,78542,0,0,12,942504,942504,0,942504
19,380,Tivoli,69461,0.2,0,5,347305,347305,69461,416766
19,8,Ashok Leyland 12M,58770,0,0.442235204,44,2585880,1442312.832,0,1442312.832
19,411,Land Cruiser Prado 5-Door,52187,0.11,0,49,2557163,2557163,281287.93,2838450.93
19,386,Exiga Crossover 7,68450,0.2,0,47,3217150,3217150,643430,3860580
19,733,Photosmart C6280,72006,0.2,0.738123752,2,144012,37713.32216,7542.664431,45255.98659
19,765,DC17,47127,0,0,6,282762,282762,0,282762
19,157,Q25,60243,0.11,0,7,421701,421701,46387.11,468088.11
19,348,2008,77663,0,0,3,232989,232989,0,232989
20,514,Deskjet 955c,58082,0.2,0.97059255,13,755066,22204.56594,4440.913189,26645.47913
20,459,Deskjet 550c,14352,0.2,0.685365877,41,588432,185140.7865,37028.15731,222168.9439
20,299,Nautilus,37732,0.11,0,13,490516,490516,53956.76,544472.76
20,205,Edge,44087,0.2,0,32,1410784,1410784,282156.8,1692940.8
20,61,Ikarus 411,27947,0.11,0,31,866357,866357,95299.27,961656.27
20,663,PSC 1510,61956,0,0,17,1053252,1053252,0,1053252
20,445,Deskjet 350c / 350cbi,92110,0,0,41,3776510,3776510,0,3776510
20,772,DC40,90256,0.11,0,7,631792,631792,69497.12,701289.12
20,437,DeskJet (original),46065,0.2,0,13,598845,598845,119769,718614
20,138,FRV Cross,84356,0.11,0,38,3205528,3205528,352608.08,3558136.08
20,271,KX3,11964,0.11,0.448560956,36,430704,237507.0018,26125.7702,263632.772
20,762,DC07,66780,0.11,0.802651407,32,2136960,421726.0503,46389.86554,468115.9159
20,851,A6288,93055,0,0,21,1954155,1954155,0,1954155
20,683,Photosmart 1000 / p1000,56626,0,0,24,1359024,1359024,0,1359024
20,403,RAV4,26209,0,0.796860362,6,157254,31944.52057,0,31944.52057
20,394,Sumo,40034,0.2,0,15,600510,600510,120102,720612
21,20,Škoda 28Tr Solaris,85144,0,0,35,2980040,2980040,0,2980040
21,275,Sportage,8861,0,0,17,150637,150637,0,150637
21,581,Officejet 350,33452,0,0.641475707,38,1271176,455747.477,0,455747.477
21,280,Defender,22472,0,0.049610242,29,651688,619357.6004,0,619357.6004
21,713,Photosmart 8150 (Introduced in 2004),63885,0.2,0,33,2108205,2108205,421641,2529846
21,652,PSC 750 / 750xi,58574,0.2,0,30,1757220,1757220,351444,2108664
21,678,Photosmart 325,7618,0.2,0,18,137124,137124,27424.8,164548.8
21,540,Deskjet 5145 / 5150 / 5155 / 5160,32077,0,0,35,1122695,1122695,0,1122695
21,665,PSC 2110 / 2110v / 2110xi,52985,0,0,11,582835,582835,0,582835
21,841,A953 (MILESTONE 2),50157,0.2,0,22,1103454,1103454,220690.8,1324144.8
21,534,Deskjet 3420 / 3425 / 3450,67253,0.2,0.558288631,39,2622867,1158550.172,231710.0345,1390260.207
21,110,RDX,5125,0.11,0.530230847,7,35875,16852.96835,1853.826519,18706.79487
21,453,Deskjet 500 / 500c / 500k,16755,0,0.855067502,8,134040,19426.75197,0,19426.75197
21,109,MDX,39558,0.11,0,38,1503204,1503204,165352.44,1668556.44
21,712,Photosmart 8049/8050,57792,0.11,0,36,2080512,2080512,228856.32,2309368.32
22,322,ZS,98118,0.2,0,23,2256714,2256714,451342.8,2708056.8
22,485,Deskjet 810c,35768,0.11,0,9,321912,321912,35410.32,357322.32
22,133,X7,22802,0,0,35,798070,798070,0,798070
22,56,Ikarus 350,91709,0.11,0.497477497,45,4126905,2073862.631,228124.8894,2301987.52
22,309,CX-30,88932,0,0.555923597,45,4001940,1777167.121,0,1777167.121
22,664,PSC 1610,65468,0.11,0,26,1702168,1702168,187238.48,1889406.48
22,693,Photosmart 3310,19453,0.2,0.613306993,40,778120,300893.563,60178.7126,361072.2756
22,207,Everest,46865,0.2,0,2,93730,93730,18746,112476
22,243,S2,17158,0.2,0,47,806426,806426,161285.2,967711.2
22,47,Crown-Ikarus 286,53214,0.11,0,44,2341416,2341416,257555.76,2598971.76
23,318,GLC-Class,94705,0.11,0,5,473525,473525,52087.75,525612.75
23,292,RX,56975,0.11,0,26,1481350,1481350,162948.5,1644298.5
23,238,Pilot,25693,0.11,0,14,359702,359702,39567.22,399269.22
23,429,XC90,90326,0,0,19,1716194,1716194,0,1716194
23,204,Kuga,67984,0.2,0.116548736,19,1291696,1141150.464,228230.0929,1369380.557
23,158,Q35,86842,0.2,0.379895155,36,3126312,1938641.218,387728.2435,2326369.461
23,301,Navigator,41415,0.2,0.770916516,31,1283865,294112.2669,58822.45339,352934.7203
23,21,Ikarus 30,46967,0.2,0,42,1972614,1972614,394522.8,2367136.8
23,160,Tiggo 3,2244,0.2,0.771594053,39,87516,19989.17489,3997.834979,23987.00987
23,804,IBM 047,27827,0.11,0,30,834810,834810,91829.1,926639.1
23,313,CX-9,48920,0,0,46,2250320,2250320,0,2250320
23,151,XT6,79531,0,0,41,3260771,3260771,0,3260771
23,735,Photosmart C7280,5181,0.11,0,10,51810,51810,5699.1,57509.1
23,223,Haval H3,61352,0.11,0,46,2822192,2822192,310441.12,3132633.12
23,278,Xray,76029,0.11,0,43,3269247,3269247,359617.17,3628864.17
23,82,LAZ-695,3521,0.11,0.688248617,44,154924,48297.77123,5312.754836,53610.52607
23,207,Everest,63870,0.2,0,3,191610,191610,38322,229932
23,554,Deskjet 9300,74712,0.2,0.213180307,15,1120680,881773.0939,176354.6188,1058127.713
24,163,Tiggo 7,79488,0,0,9,715392,715392,0,715392
24,248,Nexo,82988,0,0,12,995856,995856,0,995856
24,264,Compass,23733,0.11,0,44,1044252,1044252,114867.72,1159119.72
24,332,Juke,58987,0,0.182392084,47,2772389,2266727.193,0,2266727.193
24,792,IBM 029,25135,0.2,0.837005086,33,829455,135196.9464,27039.38927,162236.3356
24,681,Photosmart 385,74446,0.11,0.385236217,7,521122,320366.9323,35240.36255,355607.2948
24,744,Photosmart Premium Fax e-All-in-One Printer – C410a,94979,0,0.46202533,30,2849370,1532888.885,0,1532888.885
24,176,C3-XR,68338,0,0,49,3348562,3348562,0,3348562
24,470,Deskjet 660c / 660cse / 660k,53963,0,0.454897216,5,269815,147076.9078,0,147076.9078
24,246,Creta/ix25,19723,0,0,14,276122,276122,0,276122
25,545,Deskjet 5850,10055,0.11,0,4,40220,40220,4424.2,44644.2
25,333,Murano,44610,0.11,0,5,223050,223050,24535.5,247585.5
25,657,PSC 1213,31385,0.2,0.758560485,20,627700,151551.5838,30310.31676,181861.9006
25,145,Tang,71482,0,0.4142287,17,1215194,711825.7693,0,711825.7693
25,260,E-Pace,37762,0.11,0.124574733,28,1057336,925618.6503,101818.0515,1027436.702
25,208,Explorer,48582,0,0.322124108,28,1360296,922111.8643,0,922111.8643
25,297,Aviator,15254,0.2,0.293724124,48,732192,517129.5464,103425.9093,620555.4557
25,772,DC40,88192,0.11,0,32,2822144,2822144,310435.84,3132579.84
25,827,Timeport,64991,0.11,0,13,844883,844883,92937.13,937820.13
25,224,Haval H5,53893,0.2,0,35,1886255,1886255,377251,2263506
25,728,Photosmart C4795,10274,0.2,0,26,267124,267124,53424.8,320548.8
25,410,Harrier,22852,0,0,24,548448,548448,0,548448
25,637,Officejet v40 / v40xi,5955,0.2,0,7,41685,41685,8337,50022
25,180,Sandero Stepway,34969,0.11,0.77509875,20,699380,157291.4362,17302.05798,174593.4942
25,703,Photosmart 7450,18307,0.2,0,2,36614,36614,7322.8,43936.8
25,369,Arona,83505,0.2,0,4,334020,334020,66804,400824
25,328,Outlander PHEV,86804,0.11,0.319817373,31,2690924,1830319.756,201335.1731,2031654.929
25,391,Vitara,32990,0,0,22,725780,725780,0,725780
25,413,Sequoia,69000,0.11,0,24,1656000,1656000,182160,1838160
26,293,UX,95228,0,0,32,3047296,3047296,0,3047296
26,537,Deskjet 3740 / 3743 / 3744 / 3745 / 3747 / 3748,39102,0,0,11,430122,430122,0,430122
26,83,Škoda 706 RO,85726,0.2,0,32,2743232,2743232,548646.4,3291878.4
26,434,C3 Urban Ark,55194,0.11,0,24,1324656,1324656,145712.16,1470368.16
26,616,Officejet d135 / d135xi,25734,0.11,0,44,1132296,1132296,124552.56,1256848.56
26,622,Officejet J5700 series,19481,0.2,0.292228071,3,58443,41364.31485,8272.862971,49637.17783
26,695,Photosmart 5514 e-All-in-One Printer,90387,0.2,0,32,2892384,2892384,578476.8,3470860.8
26,187,Fengdu MX6,75441,0,0,36,2715876,2715876,0,2715876
26,135,X6 M,77668,0.2,0.446358247,21,1631028,903005.2015,180601.0403,1083606.242
26,771,DC33,26106,0,0.89711921,46,1200876,123547.0721,0,123547.0721
26,614,Officejet 9130,92356,0,0.442149323,45,4156020,2318438.572,0,2318438.572
26,48,Fiat 306,46626,0.11,0,19,885894,885894,97448.34,983342.34
26,195,Besturn X80,84465,0.11,0,47,3969855,3969855,436684.05,4406539.05
26,817,Ultra Classic II,79110,0,0.396633012,50,3955500,2386618.12,0,2386618.12
26,86,Alfa Romeo 900A,8307,0.11,0,21,174447,174447,19189.17,193636.17
27,373,Yeti,64718,0,0.147383743,39,2524002,2152005.137,0,2152005.137
27,204,Kuga,53169,0,0,8,425352,425352,0,425352
27,16,Škoda 24Tr Irisbus,18324,0.11,0,24,439776,439776,48375.36,488151.36
27,804,IBM 047,87237,0.11,0,41,3576717,3576717,393438.87,3970155.87
27,540,Deskjet 5145 / 5150 / 5155 / 5160,71873,0,0.278118665,30,2156190,1556513.316,0,1556513.316
27,546,Deskjet 5940 / 5943,50017,0.11,0,15,750255,750255,82528.05,832783.05
27,769,DC27,91331,0.2,0.006758916,8,730648,725709.6115,145141.9223,870851.5338
27,637,Officejet v40 / v40xi,90301,0.11,0,7,632107,632107,69531.77,701638.77
27,421,SA2.0,35207,0.11,0,18,633726,633726,69709.86,703435.86
27,871,Canon II F,17473,0.11,0,21,366933,366933,40362.63,407295.63
27,780,IBM 003,48006,0.2,0,37,1776222,1776222,355244.4,2131466.4
27,33,МАЗ-104,9930,0.2,0,32,317760,317760,63552,381312
27,571,DeskJet F380 All-in-One,93760,0,0,39,3656640,3656640,0,3656640
28,14,Škoda 22Tr,7125,0.11,0,3,21375,21375,2351.25,23726.25
